stratum,r,gene_set,dose
any_pair,-0.3034,responder,0.5
any_pair,-0.2272,responder,0.5
any_pair,0.0009,responder,0.5
any_pair,-0.0139,responder,0.5
any_pair,0.0213,responder,0.5
any_pair,-0.2251,responder,0.5
any_pair,-0.0705,responder,0.5
any_pair,-0.0137,responder,0.5
any_pair,0.0028,responder,0.5
any_pair,0.0368,responder,0.5
any_pair,0.1239,responder,0.5
any_pair,0.0981,responder,0.5
any_pair,-0.0695,responder,0.5
any_pair,-0.1497,responder,0.5
any_pair,-0.008,responder,0.5
any_pair,0.1133,responder,0.5
any_pair,-0.003,responder,0.5
any_pair,0.1036,responder,0.5
any_pair,-0.0748,responder,0.5
any_pair,-0.0922,responder,0.5
any_pair,-0.0834,responder,0.5
any_pair,-0.1412,responder,0.5
any_pair,-0.0786,responder,0.5
any_pair,0.1237,responder,0.5
any_pair,-0.0567,responder,0.5
any_pair,0.0965,responder,0.5
any_pair,0.1445,responder,0.5
any_pair,0.0862,responder,0.5
any_pair,-0.325,responder,0.5
any_pair,-0.0584,responder,0.5
any_pair,0.2265,responder,0.5
any_pair,-0.0292,responder,0.5
any_pair,-0.0073,responder,0.5
any_pair,0.1272,responder,0.5
any_pair,0.0221,responder,0.5
any_pair,0.0668,responder,0.5
any_pair,-0.1455,responder,0.5
any_pair,0.1622,responder,0.5
any_pair,0.0181,responder,0.5
any_pair,-0.1816,responder,0.5
any_pair,0.0766,responder,0.5
any_pair,-0.0436,responder,0.5
any_pair,-0.1078,responder,0.5
any_pair,0.0776,responder,0.5
any_pair,0.0234,responder,0.5
any_pair,-0.1279,responder,0.5
any_pair,0.2532,responder,0.5
any_pair,-0.0488,responder,0.5
any_pair,-0.4284,responder,0.5
any_pair,0.0903,responder,0.5
any_pair,0.1428,responder,0.5
any_pair,0.032,responder,0.5
any_pair,-0.0352,responder,0.5
any_pair,-0.0929,responder,0.5
any_pair,0.0024,responder,0.5
any_pair,-0.0845,responder,0.5
any_pair,0.134,responder,0.5
any_pair,0.1038,responder,0.5
any_pair,0.0819,responder,0.5
any_pair,0.0197,responder,0.5
any_pair,-0.0186,responder,0.5
any_pair,0.0812,responder,0.5
any_pair,0.118,responder,0.5
any_pair,-0.1184,responder,0.5
any_pair,0.2346,responder,0.5
any_pair,-0.0291,responder,0.5
any_pair,0.1263,responder,0.5
any_pair,0.1787,responder,0.5
any_pair,0.1031,responder,0.5
any_pair,0.0494,responder,0.5
any_pair,0.0164,responder,0.5
any_pair,-0.0196,responder,0.5
any_pair,-0.0577,responder,0.5
any_pair,0.0519,responder,0.5
any_pair,0.0352,responder,0.5
any_pair,0.0564,responder,0.5
any_pair,0.3002,responder,0.5
any_pair,0.2333,responder,0.5
any_pair,-0.1046,responder,0.5
any_pair,0.1318,responder,0.5
any_pair,-0.3394,responder,0.5
any_pair,-0.0526,responder,0.5
any_pair,0.0254,responder,0.5
any_pair,0.1311,responder,0.5
any_pair,0.2297,responder,0.5
any_pair,0.1075,responder,0.5
any_pair,0.0756,responder,0.5
any_pair,0.1888,responder,0.5
any_pair,0.0783,responder,0.5
any_pair,-0.2568,responder,0.5
any_pair,-0.1173,responder,0.5
any_pair,0.1023,responder,0.5
any_pair,0.4816,responder,0.5
any_pair,-0.0755,responder,0.5
any_pair,0.1084,responder,0.5
any_pair,-0.1199,responder,0.5
any_pair,-0.0379,responder,0.5
any_pair,0.0683,responder,0.5
any_pair,0.0067,responder,0.5
any_pair,0.0046,responder,0.5
any_pair,0.046,responder,0.5
any_pair,0.2371,responder,0.5
any_pair,0.1269,responder,0.5
any_pair,0.0503,responder,0.5
any_pair,0.2872,responder,0.5
any_pair,0.0535,responder,0.5
any_pair,0.0052,responder,0.5
any_pair,0.085,responder,0.5
any_pair,0.1699,responder,0.5
any_pair,-0.0068,responder,0.5
any_pair,-0.0186,responder,0.5
any_pair,-0.4239,responder,0.5
any_pair,-0.0765,responder,0.5
any_pair,0.1065,responder,0.5
any_pair,0.066,responder,0.5
any_pair,-0.0348,responder,0.5
any_pair,-0.0233,responder,0.5
any_pair,0.0826,responder,0.5
any_pair,0.16,responder,0.5
any_pair,0.2531,responder,0.5
any_pair,-0.2246,responder,0.5
any_pair,0.0196,responder,0.5
any_pair,-0.0028,responder,0.5
any_pair,-0.0291,responder,0.5
any_pair,0.13,responder,0.5
any_pair,0.1667,responder,0.5
any_pair,0.0647,responder,0.5
any_pair,0.0617,responder,0.5
any_pair,-0.248,responder,0.5
any_pair,-0.0564,responder,0.5
any_pair,-0.2178,responder,0.5
any_pair,-0.1431,responder,0.5
any_pair,0.0789,responder,0.5
any_pair,-0.1846,responder,0.5
any_pair,0.1247,responder,0.5
any_pair,-0.3982,responder,0.5
any_pair,0.0406,responder,0.5
any_pair,0.2311,responder,0.5
any_pair,0.185,responder,0.5
any_pair,-0.0145,responder,0.5
any_pair,-0.0735,responder,0.5
any_pair,0.2097,responder,0.5
any_pair,0.0714,responder,0.5
any_pair,0.0277,responder,0.5
any_pair,-0.0581,responder,0.5
any_pair,0.1254,responder,0.5
any_pair,0.1076,responder,0.5
any_pair,-0.0585,responder,0.5
any_pair,-0.3476,responder,0.5
any_pair,0.0118,responder,0.5
any_pair,-0.0207,responder,0.5
any_pair,0.2309,responder,0.5
any_pair,0.4716,responder,0.5
any_pair,0.0812,responder,0.5
any_pair,-0.3944,responder,0.5
any_pair,0.0136,responder,0.5
any_pair,-0.1268,responder,0.5
any_pair,-0.2527,responder,0.5
any_pair,0.0115,responder,0.5
any_pair,-0.3301,responder,0.5
any_pair,0.0245,responder,0.5
any_pair,0.1922,responder,0.5
any_pair,0.1082,responder,0.5
any_pair,0.0568,responder,0.5
any_pair,-0.0072,responder,0.5
any_pair,-0.1193,responder,0.5
any_pair,-0.1864,responder,0.5
any_pair,0.1212,responder,0.5
any_pair,-0.0691,responder,0.5
any_pair,0.179,responder,0.5
any_pair,0.0207,responder,0.5
any_pair,-0.1304,responder,0.5
any_pair,-0.0005,responder,0.5
any_pair,0.0348,responder,0.5
any_pair,-0.3981,responder,0.5
any_pair,0.0201,responder,0.5
any_pair,0.1143,responder,0.5
any_pair,0.0843,responder,0.5
any_pair,-0.3186,responder,0.5
any_pair,-0.0916,responder,0.5
any_pair,-0.2979,responder,0.5
any_pair,0.0796,responder,0.5
any_pair,0.1259,responder,0.5
any_pair,-0.0765,responder,0.5
any_pair,0.1863,responder,0.5
any_pair,-0.1606,responder,0.5
any_pair,-0.096,responder,0.5
any_pair,0.0274,responder,0.5
any_pair,0.1243,responder,0.5
any_pair,0.0609,responder,0.5
any_pair,-0.1085,responder,0.5
any_pair,-0.006,responder,0.5
any_pair,0.0457,responder,0.5
any_pair,-0.1339,responder,0.5
any_pair,0.0363,responder,0.5
any_pair,0.0946,responder,0.5
any_pair,0.0672,responder,0.5
any_pair,-0.1183,responder,0.5
any_pair,-0.0563,responder,0.5
any_pair,-0.1845,responder,0.5
any_pair,0.1541,responder,0.5
any_pair,-0.0914,responder,0.5
any_pair,0.0388,responder,0.5
any_pair,0.2154,responder,0.5
any_pair,0.0217,responder,0.5
any_pair,0.1171,responder,0.5
any_pair,0.253,responder,0.5
any_pair,-0.031,responder,0.5
any_pair,-0.0968,responder,0.5
any_pair,0.3501,responder,0.5
any_pair,0.2406,responder,0.5
any_pair,-0.0992,responder,0.5
any_pair,-0.0915,responder,0.5
any_pair,-0.0569,responder,0.5
any_pair,-0.0182,responder,0.5
any_pair,-0.0719,responder,0.5
any_pair,-0.0462,responder,0.5
any_pair,-0.0435,responder,0.5
any_pair,0.0559,responder,0.5
any_pair,-0.1784,responder,0.5
any_pair,0.067,responder,0.5
any_pair,0.0731,responder,0.5
any_pair,-0.2709,responder,0.5
any_pair,-0.1402,responder,0.5
any_pair,-0.0353,responder,0.5
any_pair,-0.3565,responder,0.5
any_pair,0.072,responder,0.5
any_pair,-0.0855,responder,0.5
any_pair,-0.0517,responder,0.5
any_pair,0.193,responder,0.5
any_pair,-0.1319,responder,0.5
any_pair,0.03,responder,0.5
any_pair,0.2613,responder,0.5
any_pair,0.1048,responder,0.5
any_pair,0.0953,responder,0.5
any_pair,-0.2142,responder,0.5
any_pair,-0.1355,responder,0.5
any_pair,0.2326,responder,0.5
any_pair,0.1378,responder,0.5
any_pair,0.0364,responder,0.5
any_pair,-0.2971,responder,0.5
any_pair,0.1475,responder,0.5
any_pair,-0.5242,responder,0.5
any_pair,0.0094,responder,0.5
any_pair,-0.0189,responder,0.5
any_pair,0.0275,responder,0.5
any_pair,0.0579,responder,0.5
any_pair,-0.248,responder,0.5
any_pair,-0.0423,responder,0.5
any_pair,0.0312,responder,0.5
any_pair,-0.0428,responder,0.5
any_pair,0.0189,responder,0.5
any_pair,0.0769,responder,0.5
any_pair,-0.0251,responder,0.5
any_pair,0.158,responder,0.5
any_pair,0.0023,responder,0.5
any_pair,0.3241,responder,0.5
any_pair,-0.0381,responder,0.5
any_pair,-0.011,responder,0.5
any_pair,-0.1647,responder,0.5
any_pair,-0.025,responder,0.5
any_pair,-0.0826,responder,0.5
any_pair,0.0356,responder,0.5
any_pair,-0.0161,responder,0.5
any_pair,-0.2091,responder,0.5
any_pair,0.0434,responder,0.5
any_pair,0.0994,responder,0.5
any_pair,0.0825,responder,0.5
any_pair,0.0797,responder,0.5
any_pair,0.1784,responder,0.5
any_pair,-0.0944,responder,0.5
any_pair,-0.0889,responder,0.5
any_pair,0.0097,responder,0.5
any_pair,-0.1829,responder,0.5
any_pair,0.1503,responder,0.5
any_pair,0.0675,responder,0.5
any_pair,0.0342,responder,0.5
any_pair,-0.3861,responder,0.5
any_pair,-0.1616,responder,0.5
any_pair,-0.077,responder,0.5
any_pair,-0.0451,responder,0.5
any_pair,0.0781,responder,0.5
any_pair,0.1233,responder,0.5
any_pair,-0.0202,responder,0.5
any_pair,0.1395,responder,0.5
any_pair,-0.0317,responder,0.5
any_pair,-0.016,responder,0.5
any_pair,-0.0397,responder,0.5
any_pair,-0.1077,responder,0.5
any_pair,0.0672,responder,0.5
any_pair,0.3409,responder,0.5
any_pair,-0.1463,responder,0.5
any_pair,0.0835,responder,0.5
any_pair,-0.0421,responder,0.5
any_pair,0.3301,responder,0.5
any_pair,0.078,responder,0.5
any_pair,-0.1617,responder,0.5
any_pair,-0.1,responder,0.5
any_pair,-0.0697,responder,0.5
any_pair,-0.0186,responder,0.5
any_pair,-0.1027,responder,0.5
any_pair,-0.0413,responder,0.5
any_pair,-0.1546,responder,0.5
any_pair,-0.0827,responder,0.5
any_pair,-0.0116,responder,0.5
any_pair,-0.0083,responder,0.5
any_pair,0.1226,responder,0.5
any_pair,0.116,responder,0.5
any_pair,-0.0019,responder,0.5
any_pair,-0.0862,responder,0.5
any_pair,0.1475,responder,0.5
any_pair,-0.2734,responder,0.5
any_pair,-0.0255,responder,0.5
any_pair,-0.2392,responder,0.5
any_pair,0.111,responder,0.5
any_pair,0.0683,responder,0.5
any_pair,-0.1442,responder,0.5
any_pair,0.0224,responder,0.5
any_pair,-0.014,responder,0.5
any_pair,-0.0173,responder,0.5
any_pair,0.0423,responder,0.5
any_pair,0.1983,responder,0.5
any_pair,0.2401,responder,0.5
any_pair,0.0361,responder,0.5
any_pair,0.0497,responder,0.5
any_pair,0.0225,responder,0.5
any_pair,-0.0095,responder,0.5
any_pair,-0.23,responder,0.5
any_pair,-0.3141,responder,0.5
any_pair,-0.2547,responder,0.5
any_pair,0.073,responder,0.5
diff_drug,-0.0196,responder,0.5
diff_drug,-0.0603,responder,0.5
diff_drug,-0.1198,responder,0.5
diff_drug,-0.092,responder,0.5
diff_drug,-0.0631,responder,0.5
diff_drug,-0.1277,responder,0.5
diff_drug,0.0847,responder,0.5
diff_drug,0.0528,responder,0.5
diff_drug,-0.1321,responder,0.5
diff_drug,0.1372,responder,0.5
diff_drug,-0.2776,responder,0.5
diff_drug,-0.0269,responder,0.5
diff_drug,0.1726,responder,0.5
diff_drug,-0.1877,responder,0.5
diff_drug,0.0328,responder,0.5
diff_drug,-0.0359,responder,0.5
diff_drug,-0.0453,responder,0.5
diff_drug,-0.0149,responder,0.5
diff_drug,-0.4311,responder,0.5
diff_drug,0.1946,responder,0.5
diff_drug,0.0717,responder,0.5
diff_drug,0.4496,responder,0.5
diff_drug,-0.3061,responder,0.5
diff_drug,-0.1209,responder,0.5
diff_drug,-0.0841,responder,0.5
diff_drug,-0.0557,responder,0.5
diff_drug,0.1314,responder,0.5
diff_drug,0.2474,responder,0.5
diff_drug,-0.0978,responder,0.5
diff_drug,0.225,responder,0.5
diff_drug,0.2167,responder,0.5
diff_drug,-0.037,responder,0.5
diff_drug,-0.0592,responder,0.5
diff_drug,-0.2506,responder,0.5
diff_drug,0.026,responder,0.5
diff_drug,0.09,responder,0.5
diff_drug,0.116,responder,0.5
diff_drug,-0.0808,responder,0.5
diff_drug,-0.0748,responder,0.5
diff_drug,-0.068,responder,0.5
diff_drug,-0.0262,responder,0.5
diff_drug,-0.0968,responder,0.5
diff_drug,-0.0108,responder,0.5
diff_drug,-0.124,responder,0.5
diff_drug,-0.0774,responder,0.5
diff_drug,-0.1024,responder,0.5
diff_drug,-0.2165,responder,0.5
diff_drug,-0.3233,responder,0.5
diff_drug,-0.1352,responder,0.5
diff_drug,0.0567,responder,0.5
diff_drug,0.1318,responder,0.5
diff_drug,-0.2835,responder,0.5
diff_drug,-0.2715,responder,0.5
diff_drug,-0.0882,responder,0.5
diff_drug,-0.1195,responder,0.5
diff_drug,-0.0265,responder,0.5
diff_drug,-0.088,responder,0.5
diff_drug,-0.0025,responder,0.5
diff_drug,-0.0353,responder,0.5
diff_drug,0.1628,responder,0.5
diff_drug,0.1118,responder,0.5
diff_drug,-0.0738,responder,0.5
diff_drug,0.0873,responder,0.5
diff_drug,-0.0283,responder,0.5
diff_drug,0.1157,responder,0.5
diff_drug,0.0554,responder,0.5
diff_drug,-0.3454,responder,0.5
diff_drug,0.0372,responder,0.5
diff_drug,0.4349,responder,0.5
diff_drug,0.0182,responder,0.5
diff_drug,-0.0107,responder,0.5
diff_drug,0.1962,responder,0.5
diff_drug,-0.1122,responder,0.5
diff_drug,-0.0121,responder,0.5
diff_drug,-0.0016,responder,0.5
diff_drug,0.1012,responder,0.5
diff_drug,0.0616,responder,0.5
diff_drug,0.1173,responder,0.5
diff_drug,0.1141,responder,0.5
diff_drug,-0.2008,responder,0.5
diff_drug,-0.1198,responder,0.5
diff_drug,0.015,responder,0.5
diff_drug,0.162,responder,0.5
diff_drug,0.1174,responder,0.5
diff_drug,0.0119,responder,0.5
diff_drug,-0.1828,responder,0.5
diff_drug,-0.1121,responder,0.5
diff_drug,-0.0287,responder,0.5
diff_drug,0.0543,responder,0.5
diff_drug,0.0835,responder,0.5
diff_drug,0.127,responder,0.5
diff_drug,-0.0728,responder,0.5
diff_drug,0.1391,responder,0.5
diff_drug,0.1533,responder,0.5
diff_drug,0.1315,responder,0.5
diff_drug,0.0373,responder,0.5
diff_drug,0.1744,responder,0.5
diff_drug,-0.0131,responder,0.5
diff_drug,-0.4115,responder,0.5
diff_drug,0.2555,responder,0.5
diff_drug,0.346,responder,0.5
diff_drug,0.1314,responder,0.5
diff_drug,-0.374,responder,0.5
diff_drug,-0.0532,responder,0.5
diff_drug,-0.0341,responder,0.5
diff_drug,0.0635,responder,0.5
diff_drug,-0.0799,responder,0.5
diff_drug,0.2261,responder,0.5
diff_drug,0.1615,responder,0.5
diff_drug,0.0764,responder,0.5
diff_drug,0.033,responder,0.5
diff_drug,0.2827,responder,0.5
diff_drug,-0.2197,responder,0.5
diff_drug,0.0769,responder,0.5
diff_drug,0.0154,responder,0.5
diff_drug,0.0942,responder,0.5
diff_drug,0.1872,responder,0.5
diff_drug,0.1068,responder,0.5
diff_drug,0.069,responder,0.5
diff_drug,0.004,responder,0.5
diff_drug,-0.002,responder,0.5
diff_drug,0.1615,responder,0.5
diff_drug,0.2278,responder,0.5
diff_drug,-0.1284,responder,0.5
diff_drug,0.1391,responder,0.5
diff_drug,-0.0574,responder,0.5
diff_drug,0.0821,responder,0.5
diff_drug,0.0116,responder,0.5
diff_drug,-0.013,responder,0.5
diff_drug,0.0186,responder,0.5
diff_drug,-0.1111,responder,0.5
diff_drug,-0.0269,responder,0.5
diff_drug,-0.2817,responder,0.5
diff_drug,-0.2226,responder,0.5
diff_drug,-0.0999,responder,0.5
diff_drug,-0.1808,responder,0.5
diff_drug,0.0248,responder,0.5
diff_drug,-0.1938,responder,0.5
diff_drug,-0.0852,responder,0.5
diff_drug,0.0545,responder,0.5
diff_drug,-0.0177,responder,0.5
diff_drug,-0.2122,responder,0.5
diff_drug,0.1749,responder,0.5
diff_drug,0.0307,responder,0.5
diff_drug,-0.551,responder,0.5
diff_drug,-0.2586,responder,0.5
diff_drug,0.354,responder,0.5
diff_drug,0.3298,responder,0.5
diff_drug,0.0506,responder,0.5
diff_drug,-0.0473,responder,0.5
diff_drug,0.0923,responder,0.5
diff_drug,0.1353,responder,0.5
diff_drug,-0.0884,responder,0.5
diff_drug,0.1803,responder,0.5
diff_drug,0.0675,responder,0.5
diff_drug,0.1281,responder,0.5
diff_drug,0.2442,responder,0.5
diff_drug,-0.0085,responder,0.5
diff_drug,0.0466,responder,0.5
diff_drug,-0.2449,responder,0.5
diff_drug,-0.0394,responder,0.5
diff_drug,0.1954,responder,0.5
diff_drug,-0.298,responder,0.5
diff_drug,0.1324,responder,0.5
diff_drug,-0.112,responder,0.5
diff_drug,-0.0973,responder,0.5
diff_drug,-0.1821,responder,0.5
diff_drug,0.2935,responder,0.5
diff_drug,0.3196,responder,0.5
diff_drug,-0.2714,responder,0.5
diff_drug,-0.0672,responder,0.5
diff_drug,-0.0935,responder,0.5
diff_drug,-0.0117,responder,0.5
diff_drug,0.0569,responder,0.5
diff_drug,-0.1335,responder,0.5
diff_drug,-0.1427,responder,0.5
diff_drug,-0.2299,responder,0.5
diff_drug,-0.2375,responder,0.5
diff_drug,-0.1027,responder,0.5
diff_drug,0.0633,responder,0.5
diff_drug,-0.1531,responder,0.5
diff_drug,-0.0359,responder,0.5
diff_drug,0.1078,responder,0.5
diff_drug,0.2034,responder,0.5
diff_drug,0.0919,responder,0.5
diff_drug,0.0253,responder,0.5
diff_drug,0.0019,responder,0.5
diff_drug,-0.094,responder,0.5
diff_drug,-0.3323,responder,0.5
diff_drug,-0.129,responder,0.5
diff_drug,0.1154,responder,0.5
diff_drug,-0.0621,responder,0.5
diff_drug,0.3126,responder,0.5
diff_drug,0.0902,responder,0.5
diff_drug,-0.049,responder,0.5
diff_drug,-0.0034,responder,0.5
diff_drug,0.0184,responder,0.5
diff_drug,-0.0495,responder,0.5
diff_drug,0.0471,responder,0.5
diff_drug,-0.3043,responder,0.5
diff_drug,-0.1678,responder,0.5
diff_drug,-0.0153,responder,0.5
diff_drug,-0.1466,responder,0.5
diff_drug,-0.3168,responder,0.5
diff_drug,0.186,responder,0.5
diff_drug,-0.2346,responder,0.5
diff_drug,0.049,responder,0.5
diff_drug,-0.0613,responder,0.5
diff_drug,-0.0287,responder,0.5
diff_drug,0.0552,responder,0.5
diff_drug,-0.2526,responder,0.5
diff_drug,-0.0465,responder,0.5
diff_drug,-0.1527,responder,0.5
diff_drug,0.1414,responder,0.5
diff_drug,-0.0248,responder,0.5
diff_drug,-0.0678,responder,0.5
diff_drug,0.0176,responder,0.5
diff_drug,-0.0215,responder,0.5
diff_drug,-0.1216,responder,0.5
diff_drug,0.1647,responder,0.5
diff_drug,0.046,responder,0.5
diff_drug,0.047,responder,0.5
diff_drug,0.0042,responder,0.5
diff_drug,-0.1433,responder,0.5
diff_drug,0.0767,responder,0.5
diff_drug,-0.1338,responder,0.5
diff_drug,-0.1764,responder,0.5
diff_drug,-0.075,responder,0.5
diff_drug,-0.1375,responder,0.5
diff_drug,-0.0062,responder,0.5
diff_drug,-0.0049,responder,0.5
diff_drug,0.0568,responder,0.5
diff_drug,0.0006,responder,0.5
diff_drug,-0.0195,responder,0.5
diff_drug,-0.2481,responder,0.5
diff_drug,-0.0805,responder,0.5
diff_drug,0.207,responder,0.5
diff_drug,-0.1376,responder,0.5
diff_drug,-0.0231,responder,0.5
diff_drug,-0.2194,responder,0.5
diff_drug,0.0402,responder,0.5
diff_drug,-0.1586,responder,0.5
diff_drug,-0.0875,responder,0.5
diff_drug,-0.217,responder,0.5
diff_drug,0.1707,responder,0.5
diff_drug,0.1146,responder,0.5
diff_drug,-0.1534,responder,0.5
diff_drug,-0.0347,responder,0.5
diff_drug,-0.1093,responder,0.5
diff_drug,-0.2666,responder,0.5
diff_drug,-0.072,responder,0.5
diff_drug,0.0916,responder,0.5
diff_drug,0.0203,responder,0.5
diff_drug,0.1621,responder,0.5
diff_drug,-0.0923,responder,0.5
diff_drug,0.1912,responder,0.5
diff_drug,0.0082,responder,0.5
diff_drug,0.1412,responder,0.5
diff_drug,0.1476,responder,0.5
diff_drug,0.1208,responder,0.5
diff_drug,-0.5594,responder,0.5
diff_drug,-0.0249,responder,0.5
diff_drug,-0.1996,responder,0.5
diff_drug,0.0063,responder,0.5
diff_drug,-0.2511,responder,0.5
diff_drug,-0.0727,responder,0.5
diff_drug,0.1359,responder,0.5
diff_drug,-0.0946,responder,0.5
diff_drug,0.0295,responder,0.5
diff_drug,-0.0072,responder,0.5
diff_drug,-0.0363,responder,0.5
diff_drug,0.2253,responder,0.5
diff_drug,0.0251,responder,0.5
diff_drug,-0.0,responder,0.5
diff_drug,-0.0176,responder,0.5
diff_drug,0.2161,responder,0.5
diff_drug,0.0515,responder,0.5
diff_drug,-0.0049,responder,0.5
diff_drug,-0.0949,responder,0.5
diff_drug,0.1009,responder,0.5
diff_drug,0.1148,responder,0.5
diff_drug,-0.0532,responder,0.5
diff_drug,-0.0558,responder,0.5
diff_drug,0.0936,responder,0.5
diff_drug,0.1402,responder,0.5
diff_drug,0.0436,responder,0.5
diff_drug,-0.0231,responder,0.5
diff_drug,0.0838,responder,0.5
diff_drug,-0.1691,responder,0.5
diff_drug,-0.256,responder,0.5
diff_drug,-0.0747,responder,0.5
diff_drug,0.005,responder,0.5
diff_drug,-0.22,responder,0.5
diff_drug,-0.0224,responder,0.5
diff_drug,-0.124,responder,0.5
diff_drug,-0.016,responder,0.5
diff_drug,-0.252,responder,0.5
diff_drug,0.1578,responder,0.5
diff_drug,-0.2109,responder,0.5
diff_drug,-0.1002,responder,0.5
diff_drug,-0.0238,responder,0.5
diff_drug,0.0083,responder,0.5
diff_drug,0.2192,responder,0.5
diff_drug,0.0496,responder,0.5
diff_drug,0.0248,responder,0.5
diff_drug,0.0967,responder,0.5
diff_drug,0.0472,responder,0.5
diff_drug,-0.0056,responder,0.5
diff_drug,-0.1248,responder,0.5
diff_drug,-0.0453,responder,0.5
diff_drug,-0.0349,responder,0.5
diff_drug,0.0855,responder,0.5
diff_drug,0.0725,responder,0.5
diff_drug,0.1125,responder,0.5
diff_drug,-0.1066,responder,0.5
diff_drug,0.0343,responder,0.5
diff_drug,-0.3186,responder,0.5
diff_drug,-0.2391,responder,0.5
diff_drug,-0.4,responder,0.5
diff_drug,-0.0324,responder,0.5
diff_drug,-0.124,responder,0.5
diff_drug,-0.0908,responder,0.5
diff_drug,0.0045,responder,0.5
diff_drug,0.0132,responder,0.5
diff_drug,0.2676,responder,0.5
diff_drug,0.0884,responder,0.5
diff_drug,0.1649,responder,0.5
diff_drug,-0.0628,responder,0.5
diff_drug,-0.1002,responder,0.5
diff_drug,-0.1888,responder,0.5
diff_drug,-0.3625,responder,0.5
diff_drug,-0.0544,responder,0.5
diff_drug,-0.366,responder,0.5
diff_drug,-0.301,responder,0.5
diff_drug,-0.2207,responder,0.5
diff_drug,-0.1358,responder,0.5
diff_drug,0.0198,responder,0.5
diff_drug,0.006,responder,0.5
diff_drug,-0.0097,responder,0.5
diff_drug,0.0584,responder,0.5
diff_drug,0.0894,responder,0.5
diff_drug,-0.2598,responder,0.5
diff_drug,-0.0656,responder,0.5
diff_drug,0.1337,responder,0.5
diff_drug,0.2068,responder,0.5
diff_drug,0.0287,responder,0.5
diff_drug,0.0488,responder,0.5
diff_drug,-0.1465,responder,0.5
diff_drug,-0.0182,responder,0.5
diff_drug,-0.1706,responder,0.5
diff_drug,-0.0578,responder,0.5
diff_drug,0.0275,responder,0.5
diff_drug,0.2103,responder,0.5
diff_drug,0.0889,responder,0.5
diff_drug,0.0904,responder,0.5
diff_drug,0.0898,responder,0.5
diff_drug,0.0351,responder,0.5
diff_drug,0.1117,responder,0.5
diff_drug,-0.2789,responder,0.5
diff_drug,0.041,responder,0.5
diff_drug,-0.0542,responder,0.5
diff_drug,-0.1977,responder,0.5
diff_drug,-0.0724,responder,0.5
diff_drug,-0.0781,responder,0.5
diff_drug,-0.0573,responder,0.5
diff_drug,0.0407,responder,0.5
diff_drug,0.0786,responder,0.5
diff_drug,0.0,responder,0.5
diff_drug,-0.0445,responder,0.5
diff_drug,-0.0826,responder,0.5
diff_drug,-0.0375,responder,0.5
diff_drug,0.023,responder,0.5
diff_drug,0.1126,responder,0.5
diff_drug,-0.0913,responder,0.5
diff_drug,-0.0374,responder,0.5
diff_drug,0.0786,responder,0.5
diff_drug,-0.0239,responder,0.5
diff_drug,0.2157,responder,0.5
diff_drug,-0.0223,responder,0.5
diff_drug,0.0039,responder,0.5
diff_drug,0.0927,responder,0.5
diff_drug,-0.093,responder,0.5
diff_drug,-0.4039,responder,0.5
diff_drug,-0.2224,responder,0.5
diff_drug,-0.1892,responder,0.5
diff_drug,-0.4722,responder,0.5
diff_drug,-0.0689,responder,0.5
diff_drug,-0.0815,responder,0.5
diff_drug,-0.0094,responder,0.5
diff_drug,-0.0972,responder,0.5
diff_drug,0.1662,responder,0.5
diff_drug,0.0354,responder,0.5
diff_drug,-0.2222,responder,0.5
diff_drug,-0.0045,responder,0.5
diff_drug,-0.0501,responder,0.5
diff_drug,-0.1907,responder,0.5
diff_drug,-0.1157,responder,0.5
diff_drug,0.0254,responder,0.5
diff_drug,-0.3259,responder,0.5
diff_drug,0.0401,responder,0.5
diff_drug,-0.0486,responder,0.5
diff_drug,0.1011,responder,0.5
diff_drug,-0.0706,responder,0.5
diff_drug,-0.2195,responder,0.5
diff_drug,-0.0089,responder,0.5
diff_drug,-0.1823,responder,0.5
diff_drug,0.0493,responder,0.5
diff_drug,-0.3192,responder,0.5
diff_drug,0.0426,responder,0.5
diff_drug,-0.2524,responder,0.5
diff_drug,-0.3847,responder,0.5
diff_drug,-0.232,responder,0.5
diff_drug,-0.1331,responder,0.5
diff_drug,-0.2576,responder,0.5
diff_drug,0.1055,responder,0.5
diff_drug,-0.0075,responder,0.5
diff_drug,-0.0164,responder,0.5
diff_drug,0.059,responder,0.5
diff_drug,-0.4683,responder,0.5
diff_drug,0.1176,responder,0.5
diff_drug,0.0443,responder,0.5
diff_drug,-0.1117,responder,0.5
diff_drug,-0.2156,responder,0.5
diff_drug,-0.4364,responder,0.5
diff_drug,0.2136,responder,0.5
diff_drug,0.0043,responder,0.5
diff_drug,-0.0548,responder,0.5
diff_drug,-0.0229,responder,0.5
diff_drug,-0.0464,responder,0.5
diff_drug,0.0546,responder,0.5
diff_drug,0.0754,responder,0.5
diff_drug,-0.0499,responder,0.5
diff_drug,0.018,responder,0.5
diff_drug,0.3691,responder,0.5
diff_drug,-0.4358,responder,0.5
diff_drug,-0.1449,responder,0.5
diff_drug,-0.0235,responder,0.5
diff_drug,-0.001,responder,0.5
diff_drug,-0.0665,responder,0.5
diff_drug,0.0353,responder,0.5
diff_drug,-0.0806,responder,0.5
diff_drug,-0.3213,responder,0.5
same_drug,-0.1305,responder,0.5
same_drug,-0.274,responder,0.5
same_drug,-0.0576,responder,0.5
same_drug,0.0365,responder,0.5
